tag,image_url,emotion
knights-and-warriors,https://uploads4.wikiart.org/images/ivan-bilibin/blessing-of-the-knight-1920(1).jpg,Fear
knights-and-warriors,https://uploads6.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-4.jpg,Disgust
knights-and-warriors,https://uploads8.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-11.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads8.wikiart.org/images/nicholas-roerich/st-george-the-victorious-1920.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-1(1).jpg!Large.jpg,Envy
knights-and-warriors,https://uploads8.wikiart.org/images/nicholas-roerich/ilya-muromets-1910-1.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/ivan-bilibin/kulikov-battle-1935.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads3.wikiart.org/images/ivan-bilibin/illustration-for-the-russian-fairy-story-maria-morevna-1900-3(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/ivan-bilibin/illustration-for-the-historical-revolutionary-almanac-of-publisher-rosehip-1906(1).jpg!Large.jpg,Fear
knights-and-warriors,https://uploads6.wikiart.org/images/ivan-bilibin/feast-of-prince-vladimir-1902(1).jpg,optimism
knights-and-warriors,https://uploads4.wikiart.org/images/ivan-bilibin/judgment-during-the-russian-pravda-1890.jpg,Neutral
knights-and-warriors,https://uploads5.wikiart.org/images/thomas-cole/the-past-1838.jpg!Large.jpg,Joy
knights-and-warriors,https://uploads1.wikiart.org/images/dante-gabriel-rossetti/joan-of-arc-1882.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-2(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/eugene-delacroix/arab-fantasia-1832(1).jpg!Large.jpg,Fear
knights-and-warriors,https://uploads8.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-10.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/nicholas-roerich/nastasia-mikulichna-1943.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-bilibin/costume-design-for-the-opera-prince-igor-by-alexander-borodin-1929(1).jpg!Large.jpg,Anger
knights-and-warriors,https://uploads1.wikiart.org/images/rembrandt/a-man-in-armour-1655.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/lucas-cranach-the-elder/st-george-with-head-of-the-dragon.jpg,Disgust
knights-and-warriors,https://uploads2.wikiart.org/images/nicholas-roerich/victory-gorynych-the-serpent-1942.jpg,Anger
knights-and-warriors,https://uploads5.wikiart.org/images/nicholas-roerich/ilya-muromets-1910.jpg,optimism
knights-and-warriors,https://uploads4.wikiart.org/images/eugene-delacroix/moroccan-fantasia-1847(1).jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads5.wikiart.org/images/ivan-bilibin/illustration-for-the-epic-volga-1902(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads1.wikiart.org/images/jacques-louis-david/leonidas-at-thermopylae-1814.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/hercules-seghers/landscape-with-armed-men-1635.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads1.wikiart.org/images/nicholas-roerich/conquest-of-kazan-1914.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads6.wikiart.org/images/nicholas-roerich/light-conquers-darkness-1933.jpg,Fear
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/illustration-for-the-magazine-art-treasures-of-russia-1903(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/utagawa-kunisada/not_detected_240363.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads8.wikiart.org/images/nicholas-roerich/russian-warrior-1906.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/nicholas-roerich/bogatyrs-woke-up-1940.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/arthur-hughes/the-beautiful-lady-without-pity-1863.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads1.wikiart.org/images/ivan-bilibin/ilya-muromets-1902.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/dante-gabriel-rossetti/the-lady-of-shalott-moxon-tennyson-1857.jpg,Surprise
knights-and-warriors,https://uploads5.wikiart.org/images/ivan-bilibin/illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-6(1).jpg!Large.jpg,Joy
knights-and-warriors,https://uploads4.wikiart.org/images/karl-bodmer/blackfeet-warrior-on-horseback.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads6.wikiart.org/images/el-greco/vincenzo-anastagi.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/gerrit-dou/officer-of-the-marksman-society-in-leiden.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/titian/a-knight-of-malta-1515.jpg!Large.jpg,Joy
knights-and-warriors,https://uploads2.wikiart.org/images/odilon-redon/saint-george-and-the-dragon.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/mikhail-nesterov/ilya-muromets-1887.jpg,Surprise
knights-and-warriors,https://uploads6.wikiart.org/images/william-shayer/scene-near-zeldkirch-in-the-tyrol-1845.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads3.wikiart.org/images/nicholas-roerich/squad-of-geser-khan-1931.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads5.wikiart.org/images/eugene-delacroix/turk-with-a-saddle-1825(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads3.wikiart.org/images/nicholas-roerich/marvelous-miracle-to-the-feat-1937.jpg,Surprise
knights-and-warriors,https://uploads2.wikiart.org/images/karl-bodmer/wahk-ta-ge-li-a-sioux-warrior-plate-8-from-volume-2-of-travels-in-the-interior-of-north-america-1844.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads5.wikiart.org/images/nicholas-roerich/in-a-foreign-bank.jpg!Large.jpg,Joy
knights-and-warriors,https://uploads2.wikiart.org/images/edward-burne-jones/the-rock-of-doom-1888.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads4.wikiart.org/images/andrea-mantegna/study-of-an-ancient-bas-relief-of-the-arch-of-constantine-1490.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads0.wikiart.org/images/titian/the-marchese-del-vasto-addressing-his-troops-1541.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads4.wikiart.org/images/lucas-cranach-the-elder/portrait-of-joachim-ii-1520.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/eugene-delacroix/king-rodrigo-1833(1).jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-bilibin/costume-design-for-the-opera-prince-igor-by-alexander-borodin-1930(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads6.wikiart.org/images/konstantin-korovin/donate-to-victims-of-war-dmitry-donskoy-1914.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/arthur-hughes/the-overthrowing-of-the-rusty-knight.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads1.wikiart.org/images/ivan-bilibin/mihajlo-potyk-1902.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/edward-burne-jones/the-fall-of-lucifer-1894.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads3.wikiart.org/images/nicholas-roerich/arrows-of-sky-spears-of-land-1915.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads4.wikiart.org/images/ivan-bilibin/deer-stalking-1931(1).jpg,Disgust
knights-and-warriors,https://uploads6.wikiart.org/images/david-alfaro-siqueiros/the-torment-of-cuauhtemoc-1950.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-bilibin/dobrynya-nikitich-1902(1).jpg,Anger
knights-and-warriors,https://uploads2.wikiart.org/images/hieronymus-bosch/triptych-of-temptation-of-st-anthony-1506.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-kramskoy/laughter-hail-king-of-judah-1882.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads3.wikiart.org/images/ivan-bilibin/illustration-for-the-russian-fairy-story-maria-morevna-1900-2(1).jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads4.wikiart.org/images/albrecht-durer/the-four-horsemen-of-the-apocalypse-death-famine-pestilence-and-war-1498.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads1.wikiart.org/images/eugene-delacroix/moroccan-horseman-crossing-a-ford-1850(1).jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/albrecht-durer/the-knight-death-and-the-devil-1513.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads1.wikiart.org/images/eugene-delacroix/the-dying-turk-1830(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads3.wikiart.org/images/gustave-dore/the-vision-of-death.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads0.wikiart.org/images/jacques-louis-david/study-for-the-distribution-of-the-eagle-standards-1808.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-3(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-12.jpg,Fear
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-8.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads0.wikiart.org/images/nicholas-roerich/alexander-nevsky-1942.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads1.wikiart.org/images/gustave-moreau/death-offers-crowns-to-the-winner-of-the-tournament.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads2.wikiart.org/images/david-alfaro-siqueiros/the-resurrection-of-cuauhtemoc-1950.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads7.wikiart.org/images/jan-matejko/battle-of-raclawice-1888.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads7.wikiart.org/images/jan-matejko/the-prussian-homage-1882.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/wassily-kandinsky/poster-for-the-abrikosov-company-1901.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/ivan-bilibin/sketch-for-the-spectacle-honor-and-revenge-by-fiodor-sollogub-1908-1.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads4.wikiart.org/images/hieronymus-bosch/triptych-of-temptation-of-st-anthony-1506-1.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads2.wikiart.org/images/gustave-moreau/abduction-of-the-young-venetian-woman-by-cypriot-pirates-1851.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads8.wikiart.org/images/edward-burne-jones/the-arming-and-departure-of-the-kniights-1894.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads5.wikiart.org/images/gustave-moreau/the-ballad.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads3.wikiart.org/images/jacques-louis-david/the-sabine-women-1799.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads0.wikiart.org/images/eugene-delacroix/two-views-of-costumes-souliotes-1825(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads1.wikiart.org/images/ivan-bilibin/illustration-for-the-magazine-golden-fleece-1906-2(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/alexandre-benois/letter-r-1904(3).jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads3.wikiart.org/images/eugene-delacroix/arabs-skirmishing-in-the-mountains-1863(1).jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads5.wikiart.org/images/ivan-bilibin/illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-5(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/andrea-del-castagno/farinata-degli-uberti.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads4.wikiart.org/images/jan-matejko/bohdan-khmelnytsky-with-tugai-bey-near-lviv-1885.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads3.wikiart.org/images/karl-bodmer/noapeh-assiniboin-indian-1833.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads6.wikiart.org/images/el-greco/martyrdom-of-st-maurice-and-his-legions-1581.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/dante-gabriel-rossetti/joan-of-arc-kisses-the-sword-of-liberation-1863.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads8.wikiart.org/images/david-burliuk/surrealistic-composition-1925(1).jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads7.wikiart.org/images/nicholas-roerich/china-s-heroics-1937.jpg,optimism
knights-and-warriors,https://uploads2.wikiart.org/images/nicholas-roerich/pskov.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads0.wikiart.org/images/arnold-b-cklin/angelika-guarded-by-a-dragon-angelica-and-ruggiero.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads2.wikiart.org/images/gustave-dore/semiramide-spidocchiatrice-di-straccioni-1854.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads0.wikiart.org/images/eugene-delacroix/turk-sitting-smoking-on-a-couch-1825(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/franz-stuck/fighting-amazons-1897.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads2.wikiart.org/images/eugene-delacroix/portrait-of-the-sultan-of-morocco-1862(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/wonderful-hero-bova-korolevich-1911.jpg,Neutral
knights-and-warriors,https://uploads2.wikiart.org/images/ivan-bilibin/sketches-of-scenery-for-sadko-by-nikolai-rimsky-korsakov-1914-1.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads5.wikiart.org/images/heorhiy-narbut/sheet-k-from-the-album-ukrainian-alphabet-1917.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads3.wikiart.org/images/karl-bodmer/mato-tope-a-mandan-chief-1833.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/karl-bodmer/pachtuwa-chta-an-arrikkara-warrior-plate-27-from-volume-1-of-travels-in-the-interior-of-north-1843.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-2.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads7.wikiart.org/images/ivan-bilibin/alyosha-popovich-1902(1).jpg,Fear
knights-and-warriors,https://uploads5.wikiart.org/images/paul-serusier/the-fairy-and-the-knight-1912.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-9.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads5.wikiart.org/images/vittore-carpaccio/portrait-of-a-knight-1510.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/konstantin-korovin/costume-design-for-igor-in-the-production-of-prince-igor-at-the-mariinsky-theatre-1909.jpg,optimism
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-bilibin/illustration-for-the-magazine-golden-fleece-1907(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/jan-matejko/bathory-at-pskov-1872.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads4.wikiart.org/images/ivan-bilibin/costume-design-for-the-ballet-firebird-by-igor-stravinsky-1931(1).jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads0.wikiart.org/images/john-singleton-copley/the-red-cross-knight-1793.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads2.wikiart.org/images/thomas-cole/the-course-of-empire-destruction-1836.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads5.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-1529.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads5.wikiart.org/images/albrecht-altdorfer/emperor-maximilian-triumphal-1515.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads3.wikiart.org/images/eugene-delacroix/confrontation-of-knights-in-the-countryside-1834(1).jpg!Large.jpg,Anger
knights-and-warriors,https://uploads5.wikiart.org/images/odilon-redon/saint-george.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads0.wikiart.org/images/edward-burne-jones/the-briar-wood-1890.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads0.wikiart.org/images/nicholas-roerich/sketch-for-light-conquers-darkness-1933.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-3.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads6.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-5.jpg,Sadness
knights-and-warriors,https://uploads3.wikiart.org/images/pieter-bruegel-the-elder/the-massacre-of-the-innocents-1566.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads2.wikiart.org/images/nicholas-roerich/varangian-warriors-1905.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/nicholas-roerich/patrol-1905.jpg,Sadness
knights-and-warriors,https://uploads7.wikiart.org/images/ivan-bilibin/illustration-for-the-epic-volga-and-mikula-1913(1).jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads1.wikiart.org/images/paul-klee/black-knight-1927(1).jpg!Large.jpg,Fear
knights-and-warriors,https://uploads3.wikiart.org/images/nicholas-roerich/prince-igor-campaign-1942.jpg,Sadness
knights-and-warriors,https://uploads8.wikiart.org/images/ivan-bilibin/red-rider-illustration-for-the-fairy-tale-vasilisa-the-beautiful-1899.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads2.wikiart.org/images/nicholas-roerich/mongolia-campaign-of-genghis-khan.jpg,Neutral
knights-and-warriors,https://uploads6.wikiart.org/images/jacques-stella/semiramis-called-to-fight-1637.jpg,Surprise
knights-and-warriors,https://uploads1.wikiart.org/images/eugene-delacroix/two-greek-warriors-dancing-study-costumes-souliotes-1825(1).jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/hans-baldung/mucius-scaevola-1531.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads8.wikiart.org/images/nicholas-roerich/zmievna-1906.jpg,Neutral
knights-and-warriors,https://uploads1.wikiart.org/images/nicholas-roerich/svyatogor-1942.jpg,Fear
knights-and-warriors,https://uploads4.wikiart.org/images/nicholas-roerich/king-gesar-1941-1.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/henryk-siemiradzki/corsairs.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads1.wikiart.org/images/nicholas-roerich/varangian-warrior-1911.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/edward-burne-jones/the-legend-of-st-frideswide-1859.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads6.wikiart.org/images/arthur-hughes/the-knight-of-the-sun.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads6.wikiart.org/images/edward-burne-jones/the-knight-s-farewell-1858.jpg,Sadness
knights-and-warriors,https://uploads1.wikiart.org/images/ivan-bilibin/the-streltsy-uprising-1936.jpg!Large.jpg,Surprise
knights-and-warriors,https://uploads3.wikiart.org/images/ivan-bilibin/illustration-for-the-fairy-tale-vasilisa-the-beautiful-1900-4(1).jpg!Large.jpg,optimism
knights-and-warriors,https://uploads0.wikiart.org/images/ivan-bilibin/bogatyr-volga-illustration-for-the-epic-volga-1903(1).jpg,optimism
knights-and-warriors,https://uploads3.wikiart.org/images/gustave-moreau/st-elisabeth-of-hungary-the-miracle-of-the-roses-1879.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/vittore-carpaccio/st-george-killing-the-dragon-1507.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads6.wikiart.org/images/jan-matejko/battle-of-grunwald-1878.jpg!Large.jpg,Disgust
knights-and-warriors,https://uploads7.wikiart.org/images/utagawa-kunisada/not_detected_240387.jpg!Large.jpg,Anger
knights-and-warriors,https://uploads0.wikiart.org/images/arnold-b-cklin/astolf-rides-away-with-his-head-lost-1873.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads5.wikiart.org/images/edward-burne-jones/the-merciful-knight-1863.jpg!Large.jpg,Sadness
knights-and-warriors,https://uploads6.wikiart.org/images/ivan-bilibin/churilo-plenkovich-1902.jpg,Neutral
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-durer/man-in-armor-on-horseback-1498.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads4.wikiart.org/images/jacek-malczewski/portrait-of-waclaw-karczewski-1906.jpg!Large.jpg,Neutral
knights-and-warriors,https://uploads5.wikiart.org/images/nicholas-roerich/arrows-of-sky-spears-of-land-1915-1.jpg!Large.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/nicholas-roerich/guardian-of-the-entrance-1927.jpg,optimism
knights-and-warriors,https://uploads7.wikiart.org/images/albrecht-altdorfer/emperor-maximilian-triumphal-1515-1.jpg!Large.jpg,Fear
knights-and-warriors,https://uploads8.wikiart.org/images/jan-matejko/brave-in-kiev(1).jpg!Large.jpg,optimism
seas-and-oceans,https://uploads8.wikiart.org/images/thomas-eakins/study-for-ships-and-sailboats-on-the-delaware-1874.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads0.wikiart.org/images/ivan-aivazovsky/sveaborg-1844.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads3.wikiart.org/images/pyotr-konchalovsky/cassis-1913-1.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads0.wikiart.org/images/joaquin-sorolla/seascape-1904.jpg!Large.jpg,Sadness
seas-and-oceans,https://uploads2.wikiart.org/images/ivan-aivazovsky/seascape-1870-1.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads6.wikiart.org/images/henri-edmond-cross/regatta.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads2.wikiart.org/images/maurice-prendergast/the-balloon.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads2.wikiart.org/images/lev-lagorio/grand-prince-constantine-1880.jpg,Optimism
seas-and-oceans,https://uploads1.wikiart.org/images/gustave-courbet/the-beach-at-trouville-at-low-tide-1865-1.jpg!Large.jpg,Neutral
